gene_name	S_active_log2FC_max	E_inactive_expression_max	active_count	max_tumor_expression	active_projects	Selection_Score	active_project
UTF1	2.540565195416132	0.0	1	2.1818181818181817	testis cancer	7.769387733093659	testis cancer
WNT9B	20.931569290671515	0.0909090909090909	1	2.0	breast cancer	4.3088726634092565	breast cancer
PMEL	3.1743655611157866	0.24	1	2.1666666666666665	melanoma	3.115477883279032	melanoma
NANOG	21.047046452603205	0.25	1	2.1666666666666665	testis cancer	3.0588943549126646	testis cancer
ODF1	21.516531550943597	0.5	1	3.0	carcinoid	2.5563938294226523	carcinoid
C11orf42	21.10149421196414	0.375	1	2.25	thyroid cancer	2.546995291719789	thyroid cancer
DCT	3.3378640053891613	0.5	1	2.3333333333333335	melanoma	2.193823887437419	melanoma
SPARCL1	21.10149421196414	0.5	1	2.25	glioma	2.141356490443195	glioma
MLANA	3.2309488490340033	0.5	1	2.1666666666666665	melanoma	2.086908731082261	melanoma
TYRP1	2.938594646362807	0.6	1	2.0	melanoma	1.7131195735591789	melanoma
NLGN4X	1.1375027368259396	0.6666666666666666	1	2.2	glioma	1.7009869528309638	glioma
ST8SIA2	21.10149421196414	0.7272727272727273	1	2.25	carcinoid	1.6096553468347148	carcinoid
LIPG	21.179496690218176	0.8333333333333334	1	2.375	melanoma	1.493753236695572	melanoma
FGF7	20.931569290671515	0.7272727272727273	1	2.0	thyroid cancer	1.439730425542089	thyroid cancer
DMRTC2	21.416995911742553	1.0909090909090908	1	2.8	prostate cancer	1.3467320011360715	prostate cancer
GLRB	3.3219229011966416	1.0	1	2.5	glioma	1.3075733789881931	glioma
IGF2BP1	1.289505859416246	1.1111111111111112	1	2.75	testis cancer	1.2945028753642602	testis cancer
DPPA4	1.459430700559261	1.1666666666666667	1	2.75	testis cancer	1.224726460478281	testis cancer
LIN28A	1.1699241999456464	1.0	1	2.25	testis cancer	1.155570349662896	testis cancer
NLGN4Y	1.1375027368259396	1.0	1	2.2	glioma	1.1231488865431891	glioma
KLK5	20.931569290671515	0.9166666666666666	1	2.0	prostate cancer	1.1098783391197138	prostate cancer
OLIG2	1.4150365975950632	1.25	1	2.6666666666666665	glioma	1.0816143065641908	glioma
TCHH	21.310080747460507	1.25	3	2.6	colorectal cancer;liver cancer;pancreatic cancer	1.0450884444111397	liver cancer
TCHH	21.310080747460507	1.25	3	2.6	colorectal cancer;liver cancer;pancreatic cancer	1.0450884444111397	pancreatic cancer
TCHH	21.310080747460507	1.25	3	2.6	colorectal cancer;liver cancer;pancreatic cancer	1.0450884444111397	colorectal cancer
TEKT1	20.931569290671515	1.0	1	2.0	prostate cancer	0.9856454283702702	prostate cancer
OOEP	20.931569290671515	1.0	1	2.0	thyroid cancer	0.9856454283702702	thyroid cancer
PLPPR5	20.931569290671515	1.0	1	2.0	thyroid cancer	0.9856454283702702	thyroid cancer
ZCCHC12	20.931569290671515	1.0	1	2.0	skin cancer	0.9856454283702702	skin cancer
TCP10L	20.931569290671515	1.0	1	2.0	thyroid cancer	0.9856454283702702	thyroid cancer
ALPP	21.227025040614873	1.25	1	2.4545454545454546	testis cancer	0.962032737565506	testis cancer
ALPG	21.227025040614873	1.25	1	2.4545454545454546	testis cancer	0.962032737565506	testis cancer
MITF	2.6431404751203753	1.25	1	2.4444444444444446	melanoma	0.9560834736630984	melanoma
SPATA9	1.0641295847098162	1.0833333333333333	1	2.090909090909091	glioma	0.9353977132819328	glioma
CFAP161	21.10149421196414	1.181818181818182	1	2.25	thyroid cancer	0.916761480830233	thyroid cancer
IFNB1	21.11599377524728	1.25	1	2.272727272727273	renal cancer	0.8510014721979142	renal cancer
RENBP	2.043067033284539	1.5	1	2.6666666666666665	melanoma	0.8204894907390285	melanoma
CHRDL1	21.10149421196414	1.2727272727272727	1	2.25	carcinoid	0.8107111784547237	carcinoid
RALGPS1	21.25349724128944	1.4166666666666667	3	2.5	endometrial cancer;melanoma;thyroid cancer	0.8092803760599971	thyroid cancer
RALGPS1	21.25349724128944	1.4166666666666667	3	2.5	endometrial cancer;melanoma;thyroid cancer	0.8092803760599971	endometrial cancer
RALGPS1	21.25349724128944	1.4166666666666667	3	2.5	endometrial cancer;melanoma;thyroid cancer	0.8092803760599971	melanoma
CDH8	21.227025040614873	1.4	1	2.4545454545454546	colorectal cancer	0.7997613086666292	colorectal cancer
COL5A1	21.153961608958365	1.3333333333333333	1	2.3333333333333335	head and neck cancer	0.7965757016021038	head and neck cancer
NIBAN3	21.05710011264311	1.25	1	2.1818181818181817	prostate cancer	0.7921078095937426	prostate cancer
SALL4	2.378509292749135	1.5	1	2.6	testis cancer	0.7839636285859771	testis cancer
HTN1	20.931569290671515	1.1666666666666667	2	2.0	head and neck cancer;skin cancer	0.7652950385720408	skin cancer
HTN1	20.931569290671515	1.1666666666666667	2	2.0	head and neck cancer;skin cancer	0.7652950385720408	head and neck cancer
BHMT	1.9068890086454813	1.5	1	2.5	renal cancer	0.7273801224149092	renal cancer
NPVF	21.25349724128944	1.5	1	2.5	renal cancer	0.7273801224149092	renal cancer
PHF24	21.43406941903975	1.75	1	2.8333333333333335	prostate cancer	0.6869254208530059	prostate cancer
DOT1L	1.459430700559261	1.7272727272727273	1	2.75	testis cancer	0.6626078886881459	testis cancer
PHACTR1	1.2410072671803256	1.5	1	2.363636363636364	testis cancer	0.6464601603242908	testis cancer
ITIH3	21.516531550943597	1.9166666666666667	3	3.0	colorectal cancer;pancreatic cancer;thyroid cancer	0.6388559896146251	thyroid cancer
ITIH3	21.516531550943597	1.9166666666666667	3	3.0	colorectal cancer;pancreatic cancer;thyroid cancer	0.6388559896146251	colorectal cancer
ITIH3	21.516531550943597	1.9166666666666667	3	3.0	colorectal cancer;pancreatic cancer;thyroid cancer	0.6388559896146251	pancreatic cancer
PABPC3	1.1699241999456464	1.5454545454545454	2	2.4166666666666665	head and neck cancer;testis cancer	0.6356828553061592	head and neck cancer
PABPC3	1.1699241999456464	1.5454545454545454	2	2.4166666666666665	head and neck cancer;testis cancer	0.6356828553061592	testis cancer
C1QTNF12	21.43406941903975	1.8333333333333333	2	2.8333333333333335	colorectal cancer;thyroid cancer	0.6201838699767526	colorectal cancer
C1QTNF12	21.43406941903975	1.8333333333333333	2	2.8333333333333335	colorectal cancer;thyroid cancer	0.6201838699767526	thyroid cancer
AK5	21.391000712577753	1.8	3	2.75	cervical cancer;head and neck cancer;skin cancer	0.6034424459450998	head and neck cancer
AK5	21.391000712577753	1.8	3	2.75	cervical cancer;head and neck cancer;skin cancer	0.6034424459450998	cervical cancer
AK5	21.391000712577753	1.8	3	2.75	cervical cancer;head and neck cancer;skin cancer	0.6034424459450998	skin cancer
CXCL11	21.462083785417303	1.9090909090909092	3	2.888888888888889	colorectal cancer;head and neck cancer;thyroid cancer	0.5900921611579965	colorectal cancer
CXCL11	21.462083785417303	1.9090909090909092	3	2.888888888888889	colorectal cancer;head and neck cancer;thyroid cancer	0.5900921611579965	head and neck cancer
CXCL11	21.462083785417303	1.9090909090909092	3	2.888888888888889	colorectal cancer;head and neck cancer;thyroid cancer	0.5900921611579965	thyroid cancer
MEA1	21.06907274884443	2.0	2	3.0	breast cancer;head and neck cancer	0.5777674802152193	breast cancer
CEACAM8	21.153961608958365	2.0	3	3.0	colorectal cancer;lung cancer;stomach cancer	0.5777674802152193	colorectal cancer
CEACAM8	21.153961608958365	2.0	3	3.0	colorectal cancer;lung cancer;stomach cancer	0.5777674802152193	lung cancer
CEACAM8	21.153961608958365	2.0	3	3.0	colorectal cancer;lung cancer;stomach cancer	0.5777674802152193	stomach cancer
MEA1	21.06907274884443	2.0	2	3.0	breast cancer;head and neck cancer	0.5777674802152193	head and neck cancer
HPGDS	1.5849615389251035	2.0	1	3.0	thyroid cancer	0.5777674802152193	thyroid cancer
SLC13A1	21.10149421196414	1.5	1	2.25	head and neck cancer	0.5753770930896118	head and neck cancer
PDPN	2.415034373444538	1.3333333333333333	1	2.0	testis cancer	0.5741833833152536	testis cancer
ANGPTL1	20.931569290671515	1.3333333333333333	1	2.0	thyroid cancer	0.5741833833152536	thyroid cancer
ORM2	21.047046452603205	1.4545454545454546	2	2.1666666666666665	liver cancer;renal cancer	0.565024912984485	renal cancer
ORM2	21.047046452603205	1.4545454545454546	2	2.1666666666666665	liver cancer;renal cancer	0.565024912984485	liver cancer
NES	21.153961608958365	1.6	1	2.3333333333333335	melanoma	0.535332351294298	melanoma
AGMAT	1.999997835960144	2.0	2	2.909090909090909	colorectal cancer;renal cancer	0.533373375884834	renal cancer
AGMAT	1.999997835960144	2.0	2	2.909090909090909	colorectal cancer;renal cancer	0.533373375884834	colorectal cancer
DCAF4L2	21.346606609613556	1.8333333333333333	2	2.6666666666666665	carcinoid;prostate cancer	0.5327210605505566	prostate cancer
DCAF4L2	21.346606609613556	1.8333333333333333	2	2.6666666666666665	carcinoid;prostate cancer	0.5327210605505566	carcinoid
ABCC8	20.931569290671515	2.0	2	2.9	testis cancer;urothelial cancer	0.5288578963169689	testis cancer
ABCC8	20.931569290671515	2.0	2	2.9	testis cancer;urothelial cancer	0.5288578963169689	urothelial cancer
ETNK2	1.459430700559261	1.9090909090909092	2	2.75	pancreatic cancer;thyroid cancer	0.5190090883184463	thyroid cancer
ETNK2	1.459430700559261	1.9090909090909092	2	2.75	pancreatic cancer;thyroid cancer	0.5190090883184463	pancreatic cancer
HTR4	21.25349724128944	1.75	1	2.5	prostate cancer	0.5063532431026908	prostate cancer
ACOT7	2.3312638951518103	2.0	1	2.8181818181818183	melanoma	0.4875697022693304	melanoma
DONSON	21.30080293745238	1.8333333333333333	3	2.5833333333333335	colorectal cancer;testis cancer;urothelial cancer	0.4869173883893816	urothelial cancer
DONSON	21.30080293745238	1.8333333333333333	3	2.5833333333333335	colorectal cancer;testis cancer;urothelial cancer	0.4869173883893816	testis cancer
DONSON	21.30080293745238	1.8333333333333333	3	2.5833333333333335	colorectal cancer;testis cancer;urothelial cancer	0.4869173883893816	colorectal cancer
CLEC3B	21.25349724128944	1.7777777777777777	3	2.5	carcinoid;head and neck cancer;thyroid cancer	0.4837612524588541	thyroid cancer
CLEC3B	21.25349724128944	1.7777777777777777	3	2.5	carcinoid;head and neck cancer;thyroid cancer	0.4837612524588541	head and neck cancer
CLEC3B	21.25349724128944	1.7777777777777777	3	2.5	carcinoid;head and neck cancer;thyroid cancer	0.4837612524588541	carcinoid
PZP	21.083572311981847	1.5833333333333333	2	2.2222222222222223	breast cancer;glioma	0.4799556251728047	breast cancer
PZP	21.083572311981847	1.5833333333333333	2	2.2222222222222223	breast cancer;glioma	0.4799556251728047	glioma
CLPS	21.00195858421305	1.5	1	2.1	melanoma	0.4758414653385188	melanoma
EDNRB	20.9904629508712	1.5	1	2.0833333333333335	breast cancer	0.464345831996668	breast cancer
GPR143	1.0588929388527026	1.5	1	2.0833333333333335	melanoma	0.464345831996668	melanoma
ENHO	21.10149421196414	1.625	2	2.25	breast cancer;colorectal cancer	0.4606350069166079	breast cancer
ENHO	21.10149421196414	1.625	2	2.25	breast cancer;colorectal cancer	0.4606350069166079	colorectal cancer
EPHX4	21.204587660707723	1.75	1	2.4166666666666665	colorectal cancer	0.4574436625209782	colorectal cancer
OSR2	1.459430700559261	2.0	1	2.75	head and neck cancer	0.4522366418493767	head and neck cancer
RAD9B	21.25349724128944	1.8333333333333333	1	2.5	thyroid cancer	0.4396116922264373	thyroid cancer
UPK3B	21.43406941903975	2.0833333333333335	2	2.8333333333333335	head and neck cancer;renal cancer	0.4366987913198326	head and neck cancer
UPK3B	21.43406941903975	2.0833333333333335	2	2.8333333333333335	head and neck cancer;renal cancer	0.4366987913198326	renal cancer
ODAD1	21.10149421196414	1.6666666666666667	2	2.25	colorectal cancer;thyroid cancer	0.4243297433303197	colorectal cancer
ODAD1	21.10149421196414	1.6666666666666667	2	2.25	colorectal cancer;thyroid cancer	0.4243297433303197	thyroid cancer
CCL2	21.30080293745238	1.9166666666666667	1	2.5833333333333335	colorectal cancer	0.4231273761234096	colorectal cancer
DACH2	21.516531550943597	2.25	3	3.0	breast cancer;carcinoid;colorectal cancer	0.4086402089789603	colorectal cancer
DACH2	21.516531550943597	2.25	3	3.0	breast cancer;carcinoid;colorectal cancer	0.4086402089789603	breast cancer
DACH2	21.516531550943597	2.25	3	3.0	breast cancer;carcinoid;colorectal cancer	0.4086402089789603	carcinoid
WIPI1	1.912535663015697	2.0	1	2.6666666666666665	melanoma	0.4078425388851788	melanoma
SIRT2	1.4150365975950632	2.0	1	2.6666666666666665	glioma	0.4078425388851788	glioma
WDR6	1.4150365975950632	2.0	1	2.6666666666666665	renal cancer	0.4078425388851788	renal cancer
SMAD5	1.4150365975950632	2.0	1	2.6666666666666665	thyroid cancer	0.4078425388851788	thyroid cancer
CAPRIN2	1.2223915969398709	1.75	1	2.3333333333333335	carcinoid	0.4068176107716178	carcinoid
DSC1	20.931569290671515	1.5	1	2.0	head and neck cancer	0.4054521717969859	head and neck cancer
MAS1	20.931569290671515	1.5	1	2.0	melanoma	0.4054521717969859	melanoma
NOP2	3.398544152950702	2.0	1	2.636363636363636	testis cancer	0.3913544223151205	testis cancer
TMEM30A	1.135514315640164	2.0	1	2.636363636363636	melanoma	0.3913544223151205	melanoma
SYT8	3.3219216027775316	2.0	2	2.636363636363636	melanoma;pancreatic cancer	0.3913544223151205	pancreatic cancer
SYT8	3.3219216027775316	2.0	2	2.636363636363636	melanoma;pancreatic cancer	0.3913544223151205	melanoma
SCGB1D2	21.25349724128944	1.9166666666666667	1	2.5	testis cancer	0.3758216799604654	testis cancer
COG8	1.378510735442012	2.0	1	2.6	renal cancer	0.3713166767321274	renal cancer
NUP188	1.378510735442012	2.0	1	2.6	testis cancer	0.3713166767321274	testis cancer
KHK	1.2630333959481237	1.5454545454545454	1	2.0	renal cancer	0.3626644852699487	renal cancer
WDR53	1.3692329254338882	2.0	1	2.5833333333333335	renal cancer	0.3620388667240038	renal cancer
FOXA2	2.906886844607789	2.0	3	2.5833333333333335	breast cancer;prostate cancer;urothelial cancer	0.3620388667240038	urothelial cancer
FOXA2	2.906886844607789	2.0	3	2.5833333333333335	breast cancer;prostate cancer;urothelial cancer	0.3620388667240038	breast cancer
FOXA2	2.906886844607789	2.0	3	2.5833333333333335	breast cancer;prostate cancer;urothelial cancer	0.3620388667240038	prostate cancer
SDCBP	1.5849615389251035	2.3333333333333335	1	3.0	melanoma	0.3564007930427688	melanoma
C4BPB	20.99569959672831	1.625	1	2.090909090909091	skin cancer	0.3548403916807776	skin cancer
TAF7L	20.99569959672831	1.6363636363636365	1	2.090909090909091	melanoma	0.3448480048659893	melanoma
LGALS1	2.0848870598697227	2.0	1	2.5454545454545454	melanoma	0.3407283687890435	melanoma
FBXL2	1.347922427498928	2.0	1	2.5454545454545454	breast cancer	0.3407283687890435	breast cancer
MDK	21.204587660707723	1.9166666666666667	2	2.4166666666666665	endometrial cancer;urothelial cancer	0.3269120993787527	endometrial cancer
MDK	21.204587660707723	1.9166666666666667	2	2.4166666666666665	endometrial cancer;urothelial cancer	0.3269120993787527	urothelial cancer
SEMA3A	21.204587660707723	1.9166666666666667	3	2.4166666666666665	breast cancer;liver cancer;ovarian cancer	0.3269120993787527	ovarian cancer
SEMA3A	21.204587660707723	1.9166666666666667	3	2.4166666666666665	breast cancer;liver cancer;ovarian cancer	0.3269120993787527	liver cancer
SEMA3A	21.204587660707723	1.9166666666666667	3	2.4166666666666665	breast cancer;liver cancer;ovarian cancer	0.3269120993787527	breast cancer
ULK4	1.8744673691967344	1.75	1	2.2	melanoma	0.3219287506576865	melanoma
PTS	1.321927229270944	2.0	2	2.5	carcinoid;prostate cancer	0.3147331705610596	prostate cancer
TYMP	1.321927229270944	2.0	1	2.5	head and neck cancer	0.3147331705610596	head and neck cancer
ATP6V1B1	21.25349724128944	2.0	1	2.5	thyroid cancer	0.3147331705610596	thyroid cancer
HTR2B	2.906886844607789	2.0	1	2.5	breast cancer	0.3147331705610596	breast cancer
HSPA12A	1.321927229270944	2.0	1	2.5	colorectal cancer	0.3147331705610596	colorectal cancer
PCK1	21.25349724128944	2.0	1	2.5	head and neck cancer	0.3147331705610596	head and neck cancer
CCDC149	1.321927229270944	2.0	2	2.5	pancreatic cancer;thyroid cancer	0.3147331705610596	pancreatic cancer
CEP55	1.321927229270944	2.0	1	2.5	thyroid cancer	0.3147331705610596	thyroid cancer
CDK2	3.8454823325496417	2.0	1	2.5	melanoma	0.3147331705610596	melanoma
HCFC1	2.637426691731388	2.0	2	2.5	colorectal cancer;head and neck cancer	0.3147331705610596	colorectal cancer
NLK	2.2223901542469937	2.0	2	2.5	breast cancer;pancreatic cancer	0.3147331705610596	breast cancer
NLK	2.2223901542469937	2.0	2	2.5	breast cancer;pancreatic cancer	0.3147331705610596	pancreatic cancer
PDZD3	21.25349724128944	2.0	2	2.5	colorectal cancer;thyroid cancer	0.3147331705610596	colorectal cancer
PDZD3	21.25349724128944	2.0	2	2.5	colorectal cancer;thyroid cancer	0.3147331705610596	thyroid cancer
PTS	1.321927229270944	2.0	2	2.5	carcinoid;prostate cancer	0.3147331705610596	carcinoid
CCDC149	1.321927229270944	2.0	2	2.5	pancreatic cancer;thyroid cancer	0.3147331705610596	thyroid cancer
HCFC1	2.637426691731388	2.0	2	2.5	colorectal cancer;head and neck cancer	0.3147331705610596	head and neck cancer
CELSR3	21.047046452603205	1.75	1	2.1666666666666665	colorectal cancer	0.2999024544164594	colorectal cancer
CAPN7	21.10149421196414	1.818181818181818	1	2.25	liver cancer	0.2995160847466362	liver cancer
CILP	21.10149421196414	1.818181818181818	1	2.25	thyroid cancer	0.2995160847466362	thyroid cancer
CCR2	2.032419660967173	2.0	1	2.4545454545454546	skin cancer	0.2882609698864943	skin cancer
FCN3	20.931569290671515	1.6363636363636365	1	2.0	thyroid cancer	0.2807176988091941	thyroid cancer
MELTF	1.9213883955995812	2.0	2	2.4166666666666665	melanoma;pancreatic cancer	0.2658235899793469	pancreatic cancer
RAC3	1.0099834833043904	2.0	1	2.4166666666666665	skin cancer	0.2658235899793469	skin cancer
KLK1	21.204587660707723	2.0	1	2.4166666666666665	prostate cancer	0.2658235899793469	prostate cancer
ZNF267	3.594939972813742	2.0	1	2.4166666666666665	melanoma	0.2658235899793469	melanoma
CD63	3.273013320614929	2.0	1	2.4166666666666665	melanoma	0.2658235899793469	melanoma
MELTF	1.9213883955995812	2.0	2	2.4166666666666665	melanoma;pancreatic cancer	0.2658235899793469	melanoma
DUSP26	21.516531550943597	2.5	3	3.0	pancreatic cancer;skin cancer;urothelial cancer	0.2572756174433758	pancreatic cancer
DUSP26	21.516531550943597	2.5	3	3.0	pancreatic cancer;skin cancer;urothelial cancer	0.2572756174433758	skin cancer
DUSP26	21.516531550943597	2.5	3	3.0	pancreatic cancer;skin cancer;urothelial cancer	0.2572756174433758	urothelial cancer
ANXA5	1.999997835960144	2.0	2	2.4	glioma;melanoma	0.2558395055523986	glioma
ANXA5	1.999997835960144	2.0	2	2.4	glioma;melanoma	0.2558395055523986	melanoma
EDN1	21.11599377524728	1.9090909090909092	2	2.272727272727273	carcinoid;renal cancer	0.2440021509879718	carcinoid
EDN1	21.11599377524728	1.9090909090909092	2	2.272727272727273	carcinoid;renal cancer	0.2440021509879718	renal cancer
SERPINA7	21.05710011264311	1.8333333333333333	3	2.1818181818181817	breast cancer;liver cancer;renal cancer	0.2432145635801084	renal cancer
SERPINA7	21.05710011264311	1.8333333333333333	3	2.1818181818181817	breast cancer;liver cancer;renal cancer	0.2432145635801084	breast cancer
SERPINA7	21.05710011264311	1.8333333333333333	3	2.1818181818181817	breast cancer;liver cancer;renal cancer	0.2432145635801084	liver cancer
BAALC	21.05710011264311	1.9166666666666667	3	2.25	breast cancer;ovarian cancer;stomach cancer	0.2238186506351678	ovarian cancer
CAND2	21.10149421196414	1.9166666666666667	1	2.25	thyroid cancer	0.2238186506351678	thyroid cancer
SLC10A1	21.10149421196414	1.9166666666666667	1	2.25	thyroid cancer	0.2238186506351678	thyroid cancer
TNFSF13B	21.10149421196414	1.9166666666666667	3	2.25	carcinoid;head and neck cancer;thyroid cancer	0.2238186506351678	thyroid cancer
TNFSF13B	21.10149421196414	1.9166666666666667	3	2.25	carcinoid;head and neck cancer;thyroid cancer	0.2238186506351678	head and neck cancer
TNFSF13B	21.10149421196414	1.9166666666666667	3	2.25	carcinoid;head and neck cancer;thyroid cancer	0.2238186506351678	carcinoid
BAALC	21.05710011264311	1.9166666666666667	3	2.25	breast cancer;ovarian cancer;stomach cancer	0.2238186506351678	stomach cancer
BAALC	21.05710011264311	1.9166666666666667	3	2.25	breast cancer;ovarian cancer;stomach cancer	0.2238186506351678	breast cancer
TNN	21.10149421196414	1.9166666666666667	2	2.25	carcinoid;head and neck cancer	0.2238186506351678	head and neck cancer
TNN	21.10149421196414	1.9166666666666667	2	2.25	carcinoid;head and neck cancer	0.2238186506351678	carcinoid
MIS12	1.4474580632649865	2.3333333333333335	1	2.727272727272727	cervical cancer	0.2188973173826516	cervical cancer
GCNT3	21.153961608958365	2.0	2	2.3333333333333335	colorectal cancer;pancreatic cancer	0.2151975382299866	pancreatic cancer
MCC	1.2223915969398709	2.0	1	2.3333333333333335	thyroid cancer	0.2151975382299866	thyroid cancer
PDK3	1.2223915969398709	2.0	1	2.3333333333333335	liver cancer	0.2151975382299866	liver cancer
CHST7	1.2223915969398709	2.0	1	2.3333333333333335	pancreatic cancer	0.2151975382299866	pancreatic cancer
RUVBL1	1.2223915969398709	2.0	1	2.3333333333333335	endometrial cancer	0.2151975382299866	endometrial cancer
GCNT3	21.153961608958365	2.0	2	2.3333333333333335	colorectal cancer;pancreatic cancer	0.2151975382299866	colorectal cancer
NEBL	1.999997835960144	2.0	2	2.3333333333333335	endometrial cancer;thyroid cancer	0.2151975382299866	thyroid cancer
NEBL	1.999997835960144	2.0	2	2.3333333333333335	endometrial cancer;thyroid cancer	0.2151975382299866	endometrial cancer
PRKCB	21.153961608958365	2.0	2	2.3333333333333335	breast cancer;prostate cancer	0.2151975382299866	prostate cancer
PRKCB	21.153961608958365	2.0	2	2.3333333333333335	breast cancer;prostate cancer	0.2151975382299866	breast cancer
TC2N	1.2223915969398709	2.0	1	2.3333333333333335	renal cancer	0.2151975382299866	renal cancer
RETREG2	3.5443139210643815	2.0	1	2.3333333333333335	melanoma	0.2151975382299866	melanoma
GATA3	1.807353376314408	2.0	1	2.3333333333333335	breast cancer	0.2151975382299866	breast cancer
GNRH1	1.2223915969398709	2.0	1	2.3333333333333335	head and neck cancer	0.2151975382299866	head and neck cancer
CD3G	21.153961608958365	2.0	1	2.3333333333333335	thyroid cancer	0.2151975382299866	thyroid cancer
PRIM1	1.2223915969398709	2.0	1	2.3333333333333335	renal cancer	0.2151975382299866	renal cancer
MFSD4B	1.9835102603995425	2.272727272727273	2	2.636363636363636	breast cancer;pancreatic cancer	0.2077914188598464	breast cancer
MFSD4B	1.9835102603995425	2.272727272727273	2	2.636363636363636	breast cancer;pancreatic cancer	0.2077914188598464	pancreatic cancer
ORM1	21.047046452603205	1.875	2	2.1666666666666665	liver cancer;renal cancer	0.2009133597850922	liver cancer
ORM1	21.047046452603205	1.875	2	2.1666666666666665	liver cancer;renal cancer	0.2009133597850922	renal cancer
CTIF	1.321927229270944	2.1666666666666665	1	2.5	renal cancer	0.1998081809147136	renal cancer
VPS8	1.263033564262283	2.0833333333333335	2	2.4	endometrial cancer;lung cancer	0.1972329485608561	endometrial cancer
VPS8	1.263033564262283	2.0833333333333335	2	2.4	endometrial cancer;lung cancer	0.1972329485608561	lung cancer
TIMELESS	1.6166700641149658	2.0	1	2.3	testis cancer	0.1944389870240236	testis cancer
IFT74	3.523555369858419	2.0	1	2.3	melanoma	0.1944389870240236	melanoma
PPFIA3	2.5552677561603123	2.0	1	2.3	skin cancer	0.1944389870240236	skin cancer
ITGB5	1.192644266427019	2.0	1	2.2857142857142856	prostate cancer	0.1854502077171345	prostate cancer
GREM2	20.931569290671515	1.75	1	2.0	renal cancer	0.1844252924847677	renal cancer
FGB	20.931569290671515	1.75	1	2.0	carcinoid	0.1844252924847677	carcinoid
TDO2	20.931569290671515	1.75	1	2.0	thyroid cancer	0.1844252924847677	thyroid cancer
OPALIN	20.931569290671515	1.75	1	2.0	prostate cancer	0.1844252924847677	prostate cancer
PEX11B	1.3692329254338882	2.272727272727273	1	2.5833333333333335	renal cancer	0.1784758632687296	renal cancer
EIF2AK4	2.506349694077375	2.0	1	2.272727272727273	melanoma	0.1772297045189022	melanoma
REP15	1.1844237632287866	2.0	1	2.272727272727273	renal cancer	0.1772297045189022	renal cancer
LTBP2	21.11599377524728	2.0	1	2.272727272727273	prostate cancer	0.1772297045189022	prostate cancer
AKT1S1	1.7693855426033238	2.0	1	2.272727272727273	breast cancer	0.1772297045189022	breast cancer
AKAP12	1.1844237632287866	2.0	1	2.272727272727273	testis cancer	0.1772297045189022	testis cancer
SERPINA6	21.11599377524728	2.0	3	2.272727272727273	carcinoid;liver cancer;thyroid cancer	0.1772297045189022	carcinoid
SERPINA6	21.11599377524728	2.0	3	2.272727272727273	carcinoid;liver cancer;thyroid cancer	0.1772297045189022	liver cancer
SERPINA6	21.11599377524728	2.0	3	2.272727272727273	carcinoid;liver cancer;thyroid cancer	0.1772297045189022	thyroid cancer
TNFRSF1B	21.047046452603205	1.9090909090909092	2	2.1666666666666665	renal cancer;testis cancer	0.1750548283438978	renal cancer
TNFRSF1B	21.047046452603205	1.9090909090909092	2	2.1666666666666665	renal cancer;testis cancer	0.1750548283438978	testis cancer
MASP2	21.047046452603205	1.9090909090909092	1	2.1666666666666665	liver cancer	0.1750548283438978	liver cancer
FAM118A	1.2394652416364185	2.5	1	2.8333333333333335	melanoma	0.1748134855395313	melanoma
HSPA6	1.2410072671803256	2.090909090909091	1	2.363636363636364	breast cancer	0.1699949738190362	breast cancer
JAM3	2.079725540353752	2.5	1	2.8181818181818183	glioma	0.1670778394974868	glioma
CLVS1	2.1699227572527695	2.0	2	2.25	liver cancer;testis cancer	0.1627301412357622	liver cancer
SMIM1	1.1699241999456464	2.0	1	2.25	thyroid cancer	0.1627301412357622	thyroid cancer
CLVS1	2.1699227572527695	2.0	2	2.25	liver cancer;testis cancer	0.1627301412357622	testis cancer
CDK4	1.1699241999456464	2.0	2	2.25	cervical cancer;head and neck cancer	0.1627301412357622	cervical cancer
CDK4	1.1699241999456464	2.0	2	2.25	cervical cancer;head and neck cancer	0.1627301412357622	head and neck cancer
CCSER1	20.931569290671515	2.0	2	2.25	colorectal cancer;head and neck cancer	0.1627301412357622	colorectal cancer
CCSER1	20.931569290671515	2.0	2	2.25	colorectal cancer;head and neck cancer	0.1627301412357622	head and neck cancer
HSPG2	20.99569959672831	2.0	3	2.25	endometrial cancer;head and neck cancer;renal cancer	0.1627301412357622	endometrial cancer
HSPG2	20.99569959672831	2.0	3	2.25	endometrial cancer;head and neck cancer;renal cancer	0.1627301412357622	head and neck cancer
HSPG2	20.99569959672831	2.0	3	2.25	endometrial cancer;head and neck cancer;renal cancer	0.1627301412357622	renal cancer
TIMM8A	2.0588914961598257	2.0	2	2.25	endometrial cancer;testis cancer	0.1627301412357622	endometrial cancer
SLC23A2	1.1699241999456464	2.0	1	2.25	thyroid cancer	0.1627301412357622	thyroid cancer
ENSG00000285283	1.1699241999456464	2.0	1	2.25	colorectal cancer	0.1627301412357622	colorectal cancer
TIMM8A	2.0588914961598257	2.0	2	2.25	endometrial cancer;testis cancer	0.1627301412357622	testis cancer
SMIM8	1.1699241999456464	2.0	1	2.25	thyroid cancer	0.1627301412357622	thyroid cancer
PDXP	21.10149421196414	2.0	1	2.25	carcinoid	0.1627301412357622	carcinoid
PRODH2	21.10149421196414	2.0	1	2.25	carcinoid	0.1627301412357622	carcinoid
