gene_name	S_active_log2FC_max	E_inactive_expression_max	active_count	max_tumor_expression	active_projects	Selection_Score	active_project
MRPL52	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
ERCC4	1.5849615389251035	3.0	1	3.0	head and neck cancer	-0.0048005053655541	head and neck cancer
TRPS1	1.5849615389251035	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
DHTKD1	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
TPM2	1.5849615389251035	3.0	1	3.0	prostate cancer	-0.0048005053655541	prostate cancer
RCE1	1.0995351239530915	3.0	1	3.0	melanoma	-0.0048005053655541	melanoma
MRPL42	2.169923318299641	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
LIG1	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
CYRIA	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
KRT19	1.5849615389251035	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
CAPN1	1.044393608404221	3.0	1	3.0	skin cancer	-0.0048005053655541	skin cancer
TP63	1.64385516786644	3.0	1	3.0	skin cancer	-0.0048005053655541	skin cancer
TPM3	1.5849615389251035	3.0	1	3.0	prostate cancer	-0.0048005053655541	prostate cancer
EIF4EBP2	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
DCTN1	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
DERL1	1.5849615389251035	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
GALNT3	1.2630337325764898	3.0	1	3.0	endometrial cancer	-0.0048005053655541	endometrial cancer
TM9SF3	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
CGAS	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
TLN1	1.2630337325764898	3.0	1	3.0	glioma	-0.0048005053655541	glioma
DTYMK	2.169923318299641	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
GCNT2	1.5849615389251035	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
SOS2	1.5849615389251035	3.0	1	3.0	melanoma	-0.0048005053655541	melanoma
PTPN9	1.5849615389251035	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
HIBADH	1.3119432932589847	3.0	1	3.0	melanoma	-0.0048005053655541	melanoma
NDUFAB1	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
TFAP2B	1.0641298128036076	3.0	1	3.0	skin cancer	-0.0048005053655541	skin cancer
SH3D21	1.1699244003197045	3.0	1	3.0	breast cancer	-0.0048005053655541	breast cancer
TECPR2	1.5849615389251035	3.0	1	3.0	stomach cancer	-0.0048005053655541	stomach cancer
HPRT1	1.5849615389251035	3.0	1	3.0	skin cancer	-0.0048005053655541	skin cancer
PHB2	1.5849615389251035	3.0	1	3.0	testis cancer	-0.0048005053655541	testis cancer
TNFRSF12A	2.781356631407849	2.75	2	2.75	melanoma;skin cancer	-0.0052361237498638	melanoma
TNFRSF12A	2.781356631407849	2.75	2	2.75	melanoma;skin cancer	-0.0052361237498638	skin cancer
MIF	1.8010942170806106	2.75	2	2.75	breast cancer;melanoma	-0.0052361237498638	breast cancer
MIF	1.8010942170806106	2.75	2	2.75	breast cancer;melanoma	-0.0052361237498638	melanoma
KRT79	2.473928723731414	2.6666666666666665	1	2.6666666666666665	skin cancer	-0.0053994467320507	skin cancer
NXN	1.321927229270944	2.5	2	2.5	skin cancer;thyroid cancer	-0.0057586922107837	skin cancer
S100A1	3.3219229011966416	2.5	1	2.5	melanoma	-0.0057586922107837	melanoma
NXN	1.321927229270944	2.5	2	2.5	skin cancer;thyroid cancer	-0.0057586922107837	thyroid cancer
FMN1	1.2730176486892313	2.4166666666666665	1	2.4166666666666665	pancreatic cancer	-0.0059568583192644	pancreatic cancer
DCTPP1	1.2730176486892313	2.4166666666666665	2	2.4166666666666665	lung cancer;renal cancer	-0.0059568583192644	lung cancer
DCTPP1	1.2730176486892313	2.4166666666666665	2	2.4166666666666665	lung cancer;renal cancer	-0.0059568583192644	renal cancer
LRRK1	1.2410072671803256	2.363636363636364	3	2.363636363636364	cervical cancer;endometrial cancer;renal cancer	-0.006090224026175	cervical cancer
LRRK1	1.2410072671803256	2.363636363636364	3	2.363636363636364	cervical cancer;endometrial cancer;renal cancer	-0.006090224026175	endometrial cancer
LRRK1	1.2410072671803256	2.363636363636364	3	2.363636363636364	cervical cancer;endometrial cancer;renal cancer	-0.006090224026175	renal cancer
KIFAP3	1.7693855426033238	2.272727272727273	1	2.272727272727273	breast cancer	-0.006333298936372	breast cancer
CD55	20.9904629508712	2.25	3	2.25	breast cancer;pancreatic cancer;stomach cancer	-0.006397130000497	stomach cancer
CD55	20.9904629508712	2.25	3	2.25	breast cancer;pancreatic cancer;stomach cancer	-0.006397130000497	breast cancer
CD55	20.9904629508712	2.25	3	2.25	breast cancer;pancreatic cancer;stomach cancer	-0.006397130000497	pancreatic cancer
CDC42BPG	1.7548859793201836	2.25	1	2.25	breast cancer	-0.006397130000497	breast cancer
GRHL2	1.447457834838623	2.1818181818181817	1	2.1818181818181817	skin cancer	-0.0065965838715695	skin cancer
FASTK	2.4374023714333006	2.1666666666666665	1	2.1666666666666665	skin cancer	-0.0066426077715177	skin cancer
LMTK2	1.0588929388527026	2.0833333333333335	1	2.0833333333333335	cervical cancer	-0.0069076768487239	cervical cancer
PARPBP	1.0588929388527026	2.0833333333333335	1	2.0833333333333335	breast cancer	-0.0069076768487239	breast cancer
GOLGA7B	1.3808206730667103	2.0833333333333335	1	2.0833333333333335	melanoma	-0.0069076768487239	melanoma
DCAF12L2	1.5849610580275582	2.0	1	2.0	breast cancer	-0.0071947800568636	breast cancer
LRIG2	1.999997835960144	2.0	1	2.0	renal cancer	-0.0071947800568636	renal cancer
ZSCAN9	1.4150362970340786	2.0	1	2.0	glioma	-0.0071947800568636	glioma
PCDHA5	20.931569290671515	2.0	1	2.0	carcinoid	-0.0071947800568636	carcinoid
DCAF12L1	1.5849610580275582	2.0	1	2.0	breast cancer	-0.0071947800568636	breast cancer
AQP8	20.931569290671515	2.0	1	2.0	prostate cancer	-0.0071947800568636	prostate cancer
TRUB1	1.999997835960144	2.0	1	2.0	endometrial cancer	-0.0071947800568636	endometrial cancer
DEPP1	20.931569290671515	2.0	1	2.0	thyroid cancer	-0.0071947800568636	thyroid cancer
PRAP1	20.931569290671515	2.0	1	2.0	thyroid cancer	-0.0071947800568636	thyroid cancer
ACSL4	1.4150362970340786	2.0	1	2.0	endometrial cancer	-0.0071947800568636	endometrial cancer
OAS3	20.931569290671515	2.0	2	2.0	breast cancer;prostate cancer	-0.0071947800568636	prostate cancer
FMO2	1.7369639110238153	2.0	1	2.0	melanoma	-0.0071947800568636	melanoma
PRAM1	1.999997835960144	2.0	1	2.0	colorectal cancer	-0.0071947800568636	colorectal cancer
ARPC5L	1.999997835960144	2.0	1	2.0	pancreatic cancer	-0.0071947800568636	pancreatic cancer
GYPC	3.1374978972530605	2.0	1	2.0	melanoma	-0.0071947800568636	melanoma
ZNF184	1.7369639110238153	2.0	1	2.0	skin cancer	-0.0071947800568636	skin cancer
PLPP4	20.931569290671515	2.0	1	2.0	head and neck cancer	-0.0071947800568636	head and neck cancer
GSTM5	20.931569290671515	2.0	1	2.0	cervical cancer	-0.0071947800568636	cervical cancer
KRR1	2.9999949505787185	2.0	1	2.0	testis cancer	-0.0071947800568636	testis cancer
LEF1	3.3219216027775316	2.0	1	2.0	melanoma	-0.0071947800568636	melanoma
FRMD6	1.5849610580275582	2.0	1	2.0	breast cancer	-0.0071947800568636	breast cancer
CHST14	1.999997835960144	2.0	1	2.0	pancreatic cancer	-0.0071947800568636	pancreatic cancer
EPN1	20.931569290671515	2.0	1	2.0	breast cancer	-0.0071947800568636	breast cancer
TP53	20.931569290671515	2.0	1	2.0	pancreatic cancer	-0.0071947800568636	pancreatic cancer
RCN3	1.7369639110238153	2.0	1	2.0	melanoma	-0.0071947800568636	melanoma
FKBP10	1.7369639110238153	2.0	1	2.0	melanoma	-0.0071947800568636	melanoma
HAVCR1	1.5849610580275582	2.0	1	2.0	breast cancer	-0.0071947800568636	breast cancer
TASL	20.931569290671515	2.0	1	2.0	breast cancer	-0.0071947800568636	breast cancer
ARPC5	1.999997835960144	2.0	1	2.0	pancreatic cancer	-0.0071947800568636	pancreatic cancer
DAW1	20.931569290671515	2.0	3	2.0	breast cancer;pancreatic cancer;prostate cancer	-0.0071947800568636	breast cancer
FBXL12	20.931569290671515	2.0	2	2.0	endometrial cancer;melanoma	-0.0071947800568636	melanoma
OAS3	20.931569290671515	2.0	2	2.0	breast cancer;prostate cancer	-0.0071947800568636	breast cancer
DAW1	20.931569290671515	2.0	3	2.0	breast cancer;pancreatic cancer;prostate cancer	-0.0071947800568636	prostate cancer
DAW1	20.931569290671515	2.0	3	2.0	breast cancer;pancreatic cancer;prostate cancer	-0.0071947800568636	pancreatic cancer
NELL1	20.931569290671515	2.0	3	2.0	colorectal cancer;melanoma;thyroid cancer	-0.0071947800568636	colorectal cancer
NELL1	20.931569290671515	2.0	3	2.0	colorectal cancer;melanoma;thyroid cancer	-0.0071947800568636	melanoma
NELL1	20.931569290671515	2.0	3	2.0	colorectal cancer;melanoma;thyroid cancer	-0.0071947800568636	thyroid cancer
FBXL12	20.931569290671515	2.0	2	2.0	endometrial cancer;melanoma	-0.0071947800568636	endometrial cancer
LGMN	2.584958893989866	2.0	2	2.0	breast cancer;colorectal cancer	-0.0071947800568636	breast cancer
LGMN	2.584958893989866	2.0	2	2.0	breast cancer;colorectal cancer	-0.0071947800568636	colorectal cancer
COLGALT1	20.99569959672831	2.1818181818181817	2	2.1666666666666665	endometrial cancer;ovarian cancer	-0.016650243911472	ovarian cancer
COLGALT1	20.99569959672831	2.1818181818181817	2	2.1666666666666665	endometrial cancer;ovarian cancer	-0.016650243911472	endometrial cancer
UTP14C	1.1699241999456464	2.272727272727273	1	2.25	prostate cancer	-0.020832862219512	prostate cancer
STX6	1.2223915969398709	2.363636363636364	1	2.3333333333333335	endometrial cancer	-0.0247058942666299	endometrial cancer
PPIA	1.2410072671803256	2.4	2	2.363636363636364	breast cancer;melanoma	-0.0280244365805916	breast cancer
PPIA	1.2410072671803256	2.4	2	2.363636363636364	breast cancer;melanoma	-0.0280244365805916	melanoma
GCAT	2.6173809594449664	2.5	2	2.4545454545454546	breast cancer;melanoma	-0.0322308928853491	melanoma
CCDC50	1.032420863211538	2.5	1	2.4545454545454546	melanoma	-0.0322308928853491	melanoma
GCAT	2.6173809594449664	2.5	2	2.4545454545454546	breast cancer;melanoma	-0.0322308928853491	breast cancer
TACO1	1.0753811583333577	2.5	1	2.4444444444444446	melanoma	-0.0381801567877569	melanoma
CCDC43	1.02647159930913	2.5	1	2.4444444444444446	melanoma	-0.0381801567877569	melanoma
RHOH	2.0780003099957765	2.1666666666666665	1	2.111111111111111	pancreatic cancer	-0.0441172956675767	pancreatic cancer
FEM1B	1.1844237632287866	2.3333333333333335	2	2.272727272727273	cervical cancer;pancreatic cancer	-0.0441369826535483	cervical cancer
FEM1B	1.1844237632287866	2.3333333333333335	2	2.272727272727273	cervical cancer;pancreatic cancer	-0.0441369826535483	pancreatic cancer
C4orf3	1.1292824295623067	3.0	1	2.9166666666666665	breast cancer	-0.0454424761229519	breast cancer
MYO5B	1.1292824295623067	3.0	1	2.9166666666666665	breast cancer	-0.0454424761229519	breast cancer
CYCS	1.2223917618190918	3.0	1	2.9166666666666665	melanoma	-0.0454424761229519	melanoma
RAVER2	1.1292824295623067	3.0	1	2.9166666666666665	breast cancer	-0.0454424761229519	breast cancer
SYF2	21.4758895801862	3.0	1	2.9166666666666665	breast cancer	-0.0454424761229519	breast cancer
VDAC2	1.5443195681677058	3.0	2	2.9166666666666665	endometrial cancer;melanoma	-0.0454424761229519	endometrial cancer
TP53RK	1.0588931531956938	3.0	1	2.9166666666666665	melanoma	-0.0454424761229519	melanoma
ECH1	1.5443195681677058	3.0	2	2.9166666666666665	breast cancer;ovarian cancer	-0.0454424761229519	ovarian cancer
TTC27	1.5443195681677058	3.0	1	2.9166666666666665	breast cancer	-0.0454424761229519	breast cancer
YIPF3	1.5443195681677058	3.0	1	2.9166666666666665	breast cancer	-0.0454424761229519	breast cancer
GGTA1	1.281285402782865	3.0	1	2.9166666666666665	melanoma	-0.0454424761229519	melanoma
NBN	1.5443195681677058	3.0	1	2.9166666666666665	glioma	-0.0454424761229519	glioma
PRKACB	1.5443195681677058	3.0	1	2.9166666666666665	endometrial cancer	-0.0454424761229519	endometrial cancer
TMEM165	1.0588931531956938	3.0	1	2.9166666666666665	ovarian cancer	-0.0454424761229519	ovarian cancer
GPHN	1.0588931531956938	3.0	1	2.9166666666666665	melanoma	-0.0454424761229519	melanoma
CSTF1	1.880416807970916	3.0	3	2.9166666666666665	breast cancer;melanoma;skin cancer	-0.0454424761229519	skin cancer
VDAC2	1.5443195681677058	3.0	2	2.9166666666666665	endometrial cancer;melanoma	-0.0454424761229519	melanoma
CSTF1	1.880416807970916	3.0	3	2.9166666666666665	breast cancer;melanoma;skin cancer	-0.0454424761229519	breast cancer
CSTF1	1.880416807970916	3.0	3	2.9166666666666665	breast cancer;melanoma;skin cancer	-0.0454424761229519	melanoma
ZC3H13	1.1292824295623067	3.0	1	2.9166666666666665	breast cancer	-0.0454424761229519	breast cancer
ECH1	1.5443195681677058	3.0	2	2.9166666666666665	breast cancer;ovarian cancer	-0.0454424761229519	breast cancer
PTBP1	1.459430700559261	3.0	2	2.9166666666666665	breast cancer;glioma	-0.0454424761229519	glioma
PTBP1	1.459430700559261	3.0	2	2.9166666666666665	breast cancer;glioma	-0.0454424761229519	breast cancer
COX5A	2.129281347542243	3.0	2	2.9166666666666665	breast cancer;testis cancer	-0.0454424761229519	testis cancer
COX5A	2.129281347542243	3.0	2	2.9166666666666665	breast cancer;testis cancer	-0.0454424761229519	breast cancer
GLRX5	1.1292824295623067	3.0	2	2.9166666666666665	breast cancer;endometrial cancer	-0.0454424761229519	endometrial cancer
GLRX5	1.1292824295623067	3.0	2	2.9166666666666665	breast cancer;endometrial cancer	-0.0454424761229519	breast cancer
FEN1	1.281285402782865	3.0	2	2.9166666666666665	melanoma;skin cancer	-0.0454424761229519	skin cancer
FEN1	1.281285402782865	3.0	2	2.9166666666666665	melanoma;skin cancer	-0.0454424761229519	melanoma
CSPG4	1.0588931531956938	3.0	1	2.9166666666666665	melanoma	-0.0454424761229519	melanoma
ABCB8	1.0443935619538618	2.8333333333333335	1	2.75	breast cancer	-0.0481510975688287	breast cancer
CRTAP	1.2186396282461047	3.0	1	2.909090909090909	glioma	-0.0491946096959392	glioma
RPS4X	1.0551410196227065	3.0	1	2.909090909090909	melanoma	-0.0491946096959392	melanoma
COA3	1.1255302959893194	3.0	1	2.909090909090909	breast cancer	-0.0491946096959392	breast cancer
RAB22A	1.5405674345947185	3.0	1	2.909090909090909	breast cancer	-0.0491946096959392	breast cancer
PBXIP1	2.321925786578067	3.0	3	2.909090909090909	cervical cancer;glioma;melanoma	-0.0491946096959392	glioma
PBXIP1	2.321925786578067	3.0	3	2.909090909090909	cervical cancer;glioma;melanoma	-0.0491946096959392	melanoma
CLPTM1	1.3692329254338882	3.0	3	2.909090909090909	breast cancer;melanoma;skin cancer	-0.0491946096959392	skin cancer
TRIP10	1.5405674345947185	3.0	1	2.909090909090909	pancreatic cancer	-0.0491946096959392	pancreatic cancer
PBXIP1	2.321925786578067	3.0	3	2.909090909090909	cervical cancer;glioma;melanoma	-0.0491946096959392	cervical cancer
CLPTM1	1.3692329254338882	3.0	3	2.909090909090909	breast cancer;melanoma;skin cancer	-0.0491946096959392	breast cancer
NANS	1.5405674345947185	3.0	2	2.909090909090909	breast cancer;melanoma	-0.0491946096959392	melanoma
NANS	1.5405674345947185	3.0	2	2.909090909090909	breast cancer;melanoma	-0.0491946096959392	breast cancer
RHOT2	2.5405659919018415	3.0	3	2.909090909090909	endometrial cancer;pancreatic cancer;renal cancer	-0.0491946096959392	renal cancer
RHOT2	2.5405659919018415	3.0	3	2.909090909090909	endometrial cancer;pancreatic cancer;renal cancer	-0.0491946096959392	pancreatic cancer
RHOT2	2.5405659919018415	3.0	3	2.909090909090909	endometrial cancer;pancreatic cancer;renal cancer	-0.0491946096959392	endometrial cancer
PRICKLE3	3.1255257725503127	3.0	3	2.909090909090909	breast cancer;endometrial cancer;pancreatic cancer	-0.0491946096959392	pancreatic cancer
PRICKLE3	3.1255257725503127	3.0	3	2.909090909090909	breast cancer;endometrial cancer;pancreatic cancer	-0.0491946096959392	endometrial cancer
PRICKLE3	3.1255257725503127	3.0	3	2.909090909090909	breast cancer;endometrial cancer;pancreatic cancer	-0.0491946096959392	breast cancer
EPCAM	1.5405674345947185	3.0	2	2.909090909090909	endometrial cancer;lung cancer	-0.0491946096959392	lung cancer
EPCAM	1.5405674345947185	3.0	2	2.909090909090909	endometrial cancer;lung cancer	-0.0491946096959392	endometrial cancer
FOXA1	3.1255270499315637	3.0	1	2.909090909090909	breast cancer	-0.0491946096959392	breast cancer
CLPTM1	1.3692329254338882	3.0	3	2.909090909090909	breast cancer;melanoma;skin cancer	-0.0491946096959392	melanoma
VPS52	1.5405674345947185	3.0	1	2.909090909090909	breast cancer	-0.0491946096959392	breast cancer
YIF1A	1.5405674345947185	3.0	1	2.909090909090909	breast cancer	-0.0491946096959392	breast cancer
C1QTNF2	1.5405674345947185	3.0	1	2.909090909090909	pancreatic cancer	-0.0491946096959392	pancreatic cancer
RPS4Y1	1.0551410196227065	3.0	1	2.909090909090909	melanoma	-0.0491946096959392	melanoma
CAPN15	1.0551410196227065	3.0	1	2.909090909090909	melanoma	-0.0491946096959392	melanoma
BACE1	1.1520024322102225	2.75	1	2.6666666666666665	melanoma	-0.0496302267140615	melanoma
B3GNTL1	1.125530100624615	2.25	1	2.1818181818181817	pancreatic cancer	-0.0507912293215284	pancreatic cancer
CYLD	1.9835102603995425	3.0	3	2.9	breast cancer;melanoma;skin cancer	-0.0537100892638047	melanoma
ZNFX1	1.459430700559261	3.0	2	2.9	endometrial cancer;ovarian cancer	-0.0537100892638047	endometrial cancer
MIA2	1.5849610580275582	3.0	2	2.9	breast cancer;endometrial cancer	-0.0537100892638047	endometrial cancer
CYLD	1.9835102603995425	3.0	3	2.9	breast cancer;melanoma;skin cancer	-0.0537100892638047	breast cancer
MEIS3	21.416995911742553	3.0	2	2.9	breast cancer;pancreatic cancer	-0.0537100892638047	pancreatic cancer
CYLD	1.9835102603995425	3.0	3	2.9	breast cancer;melanoma;skin cancer	-0.0537100892638047	skin cancer
MEIS3	21.416995911742553	3.0	2	2.9	breast cancer;pancreatic cancer	-0.0537100892638047	breast cancer
CGN	1.5360519550268532	3.0	2	2.9	colorectal cancer;pancreatic cancer	-0.0537100892638047	colorectal cancer
HAT1	2.4150351549021862	3.0	3	2.9	ovarian cancer;pancreatic cancer;skin cancer	-0.0537100892638047	ovarian cancer
HAT1	2.4150351549021862	3.0	3	2.9	ovarian cancer;pancreatic cancer;skin cancer	-0.0537100892638047	pancreatic cancer
ZNFX1	1.459430700559261	3.0	2	2.9	endometrial cancer;ovarian cancer	-0.0537100892638047	ovarian cancer
HAT1	2.4150351549021862	3.0	3	2.9	ovarian cancer;pancreatic cancer;skin cancer	-0.0537100892638047	skin cancer
CGN	1.5360519550268532	3.0	2	2.9	colorectal cancer;pancreatic cancer	-0.0537100892638047	pancreatic cancer
MIA2	1.5849610580275582	3.0	2	2.9	breast cancer;endometrial cancer	-0.0537100892638047	breast cancer
SKIL	21.467621967045343	3.0	1	2.9	pancreatic cancer	-0.0537100892638047	pancreatic cancer
STUB1	2.536050512333976	3.0	1	2.9	pancreatic cancer	-0.0537100892638047	pancreatic cancer
ASTE1	1.0506255400548412	3.0	1	2.9	skin cancer	-0.0537100892638047	skin cancer
DCHS1	1.2730177896420125	3.0	1	2.9	melanoma	-0.0537100892638047	melanoma
ENAH	1.1054179730050646	3.0	1	2.9	skin cancer	-0.0537100892638047	skin cancer
POLR3GL	1.2730176486892313	2.5	1	2.4166666666666665	endometrial cancer	-0.0546682727924964	endometrial cancer
ADAMTS2	2.6490892000466615	2.1666666666666665	1	2.090909090909091	breast cancer	-0.0579894636464141	breast cancer
AUTS2	1.2954550285963786	2.5454545454545454	1	2.4545454545454546	prostate cancer	-0.058123458677623	prostate cancer
SLC22A17	2.1699227572527695	2.3333333333333335	1	2.25	renal cancer	-0.0586365459366883	renal cancer
R3HDM4	1.1699241999456464	2.3333333333333335	1	2.25	pancreatic cancer	-0.0586365459366883	pancreatic cancer
HID1	21.047046452603205	3.0	2	2.888888888888889	breast cancer;melanoma	-0.0592482708918466	breast cancer
HID1	21.047046452603205	3.0	2	2.888888888888889	breast cancer;melanoma	-0.0592482708918466	melanoma
ATP5F1B	1.2674796080139703	3.0	1	2.888888888888889	melanoma	-0.0592482708918466	melanoma
NDUFV1	1.5305137733988112	3.0	1	2.888888888888889	breast cancer	-0.0592482708918466	breast cancer
RAB11A	2.4374023714333006	2.25	2	2.1666666666666665	endometrial cancer;melanoma	-0.0608448893614309	melanoma
COX20	20.931569290671515	2.25	2	2.1666666666666665	lung cancer;melanoma	-0.0608448893614309	lung cancer
RAB11A	2.4374023714333006	2.25	2	2.1666666666666665	endometrial cancer;melanoma	-0.0608448893614309	endometrial cancer
COX20	20.931569290671515	2.25	2	2.1666666666666665	lung cancer;melanoma	-0.0608448893614309	melanoma
DDT	20.99569959672831	2.1818181818181817	2	2.1	melanoma;pancreatic cancer	-0.0617381123016308	melanoma
DDT	20.99569959672831	2.1818181818181817	2	2.1	melanoma;pancreatic cancer	-0.0617381123016308	pancreatic cancer
ZFYVE1	1.5849610580275582	2.0833333333333335	1	2.0	breast cancer	-0.0658013370484058	breast cancer
DBN1	2.9999949505787185	2.0833333333333335	1	2.0	skin cancer	-0.0658013370484058	skin cancer
ZNF582	20.931569290671515	2.0833333333333335	1	2.0	endometrial cancer	-0.0658013370484058	endometrial cancer
NLN	1.999997835960144	2.090909090909091	1	2.0	testis cancer	-0.0710130147082685	testis cancer
CHM	1.6698501617129355	2.6666666666666665	1	2.5454545454545454	melanoma	-0.072513616828186	melanoma
FAM167A	21.10149421196414	2.363636363636364	1	2.25	endometrial cancer	-0.0771732912608541	endometrial cancer
GMPR	1.2479266781996818	2.5	1	2.375	breast cancer	-0.0797592432820459	breast cancer
CLDN1	1.2730176486892313	2.5454545454545454	2	2.4166666666666665	colorectal cancer;pancreatic cancer	-0.0805608385847701	pancreatic cancer
CLDN1	1.2730176486892313	2.5454545454545454	2	2.4166666666666665	colorectal cancer;pancreatic cancer	-0.0805608385847701	colorectal cancer
LIF	1.3692329254338882	2.727272727272727	1	2.5833333333333335	renal cancer	-0.0835048161844478	renal cancer
DIPK2B	1.3692329254338882	2.727272727272727	1	2.5833333333333335	breast cancer	-0.0835048161844478	breast cancer
IKBKB	1.4791666030908737	2.8181818181818183	2	2.6666666666666665	glioma;prostate cancer	-0.0848368308329772	prostate cancer
IKBKB	1.4791666030908737	2.8181818181818183	2	2.6666666666666665	glioma;prostate cancer	-0.0848368308329772	glioma
SH3PXD2B	1.0588929388527026	2.2	1	2.0833333333333335	testis cancer	-0.0851519880696846	testis cancer
SPIRE2	2.0874611863957964	3.0	2	2.8333333333333335	breast cancer;endometrial cancer	-0.0872626372693986	endometrial cancer
DYNC2I2	1.2223915969398709	3.0	2	2.8333333333333335	lung cancer;melanoma	-0.0872626372693986	melanoma
MICOS10	1.5024994070212592	3.0	2	2.8333333333333335	glioma;testis cancer	-0.0872626372693986	glioma
MICOS10	1.5024994070212592	3.0	2	2.8333333333333335	glioma;testis cancer	-0.0872626372693986	testis cancer
CCDC28B	1.5024994070212592	3.0	3	2.8333333333333335	breast cancer;endometrial cancer;pancreatic cancer	-0.0872626372693986	breast cancer
CCDC28B	1.5024994070212592	3.0	3	2.8333333333333335	breast cancer;endometrial cancer;pancreatic cancer	-0.0872626372693986	endometrial cancer
CCDC28B	1.5024994070212592	3.0	3	2.8333333333333335	breast cancer;endometrial cancer;pancreatic cancer	-0.0872626372693986	pancreatic cancer
SPIRE2	2.0874611863957964	3.0	2	2.8333333333333335	breast cancer;endometrial cancer	-0.0872626372693986	breast cancer
ANKS6	1.3692329254338882	3.0	2	2.8333333333333335	breast cancer;melanoma	-0.0872626372693986	breast cancer
PROM1	2.8244253378698474	3.0	2	2.8333333333333335	colorectal cancer;pancreatic cancer	-0.0872626372693986	colorectal cancer
PROM1	2.8244253378698474	3.0	2	2.8333333333333335	colorectal cancer;pancreatic cancer	-0.0872626372693986	pancreatic cancer
GPC6	1.9999983769696008	3.0	2	2.8333333333333335	breast cancer;endometrial cancer	-0.0872626372693986	endometrial cancer
ANKS6	1.3692329254338882	3.0	2	2.8333333333333335	breast cancer;melanoma	-0.0872626372693986	melanoma
MFNG	1.5024994070212592	3.0	1	2.8333333333333335	pancreatic cancer	-0.0872626372693986	pancreatic cancer
SCARB2	21.43406941903975	3.0	2	2.8333333333333335	breast cancer;cervical cancer	-0.0872626372693986	cervical cancer
UBE2H	1.5024994070212592	3.0	2	2.8333333333333335	breast cancer;melanoma	-0.0872626372693986	breast cancer
UBE2H	1.5024994070212592	3.0	2	2.8333333333333335	breast cancer;melanoma	-0.0872626372693986	melanoma
PCGF3	1.6560442855613835	3.0	3	2.8333333333333335	glioma;melanoma;skin cancer	-0.0872626372693986	glioma
PCGF3	1.6560442855613835	3.0	3	2.8333333333333335	glioma;melanoma;skin cancer	-0.0872626372693986	melanoma
PCGF3	1.6560442855613835	3.0	3	2.8333333333333335	glioma;melanoma;skin cancer	-0.0872626372693986	skin cancer
DYNC2I2	1.2223915969398709	3.0	2	2.8333333333333335	lung cancer;melanoma	-0.0872626372693986	lung cancer
GALNT6	1.5024994070212592	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
GPC6	1.9999983769696008	3.0	2	2.8333333333333335	breast cancer;endometrial cancer	-0.0872626372693986	breast cancer
MST1R	1.0170729920492472	3.0	1	2.8333333333333335	melanoma	-0.0872626372693986	melanoma
ELAPOR1	1.5024994070212592	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
CEP76	1.08746226841586	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
USP14	1.08746226841586	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
MRPL45	2.0874611863957964	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
GAS1	1.5024994070212592	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
EMD	1.08746226841586	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
ATP2C1	1.5024994070212592	3.0	1	2.8333333333333335	endometrial cancer	-0.0872626372693986	endometrial cancer
ACSL3	1.0170729920492472	3.0	1	2.8333333333333335	melanoma	-0.0872626372693986	melanoma
ENTPD6	1.08746226841586	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
DARS2	2.0874611863957964	3.0	2	2.8333333333333335	breast cancer;melanoma	-0.0872626372693986	melanoma
TTLL1	1.2394652416364185	3.0	1	2.8333333333333335	melanoma	-0.0872626372693986	melanoma
HTATIP2	1.0170729920492472	3.0	1	2.8333333333333335	melanoma	-0.0872626372693986	melanoma
ZNF768	1.2394652416364185	3.0	1	2.8333333333333335	ovarian cancer	-0.0872626372693986	ovarian cancer
BDKRB1	1.5024994070212592	3.0	1	2.8333333333333335	breast cancer	-0.0872626372693986	breast cancer
